,catr,circ,nbv,vosp,prof,plan,lartpc,larrout,surf,env1,tot_val
1286,1.0,1.0,4.0,0,2.0,1.0,1,2,1.0,0,4
1287,1.0,1.0,4.0,0,2.0,1.0,1,2,2.0,0,2
1288,1.0,1.0,4.0,0,2.0,1.0,1,3,1.0,0,3
1289,1.0,1.0,4.0,0,2.0,1.0,1,3,2.0,0,1
1290,1.0,1.0,4.0,0,2.0,1.0,1,4,1.0,0,5
1291,1.0,1.0,4.0,0,2.0,1.0,1,4,2.0,0,4
1292,1.0,1.0,4.0,0,2.0,1.0,2,2,1.0,0,1
1293,1.0,1.0,4.0,0,2.0,1.0,2,2,2.0,0,1
1294,1.0,1.0,4.0,0,2.0,1.0,2,3,1.0,0,2
1295,1.0,1.0,4.0,0,2.0,1.0,2,3,2.0,0,1
1296,1.0,1.0,4.0,0,2.0,1.0,2,4,1.0,0,3
1297,1.0,1.0,4.0,0,2.0,1.0,2,4,5.0,0,1
1298,1.0,1.0,4.0,0,2.0,1.0,3,4,1.0,0,1
1299,1.0,1.0,4.0,0,2.0,2.0,0,3,2.0,0,2
1300,1.0,1.0,4.0,0,2.0,2.0,0,4,2.0,0,3
1301,1.0,1.0,4.0,0,2.0,2.0,1,2,1.0,0,1
1302,1.0,1.0,4.0,0,2.0,2.0,1,3,1.0,0,3
1303,1.0,1.0,4.0,0,2.0,2.0,1,3,2.0,0,1
1304,1.0,1.0,4.0,0,2.0,2.0,1,4,1.0,0,4
1305,1.0,1.0,4.0,0,2.0,2.0,1,4,2.0,0,4
1306,1.0,1.0,4.0,0,2.0,2.0,1,4,3.0,0,1
1307,1.0,1.0,4.0,0,2.0,2.0,2,4,1.0,0,1
1308,1.0,1.0,4.0,0,2.0,2.0,3,2,2.0,0,1
1309,1.0,1.0,4.0,0,2.0,3.0,0,2,1.0,0,2
1310,1.0,1.0,4.0,0,2.0,3.0,0,2,2.0,0,1
1311,1.0,1.0,4.0,0,2.0,3.0,0,3,1.0,0,1
1312,1.0,1.0,4.0,0,2.0,3.0,0,4,1.0,0,3
1313,1.0,1.0,4.0,0,2.0,3.0,0,4,2.0,0,3
1314,1.0,1.0,4.0,0,2.0,3.0,1,3,2.0,0,1
1315,1.0,1.0,4.0,0,2.0,3.0,1,4,1.0,0,3
1316,1.0,1.0,4.0,0,2.0,3.0,1,4,2.0,0,3
1317,1.0,1.0,4.0,0,2.0,3.0,1,4,5.0,0,1
1318,1.0,1.0,4.0,0,2.0,4.0,1,3,1.0,0,2
1319,1.0,1.0,4.0,0,2.0,4.0,1,4,1.0,0,1
1320,1.0,1.0,4.0,0,3.0,1.0,0,2,1.0,0,1
1321,1.0,1.0,4.0,0,3.0,1.0,0,3,1.0,0,1
1322,1.0,1.0,4.0,0,3.0,1.0,0,4,1.0,0,3
1323,1.0,1.0,4.0,0,3.0,1.0,0,4,2.0,0,1
1324,1.0,1.0,4.0,0,3.0,1.0,1,3,1.0,0,2
1325,1.0,1.0,4.0,0,3.0,1.0,1,4,1.0,0,3
1326,1.0,1.0,4.0,0,3.0,1.0,1,4,2.0,0,3
1327,1.0,1.0,4.0,0,3.0,1.0,2,4,1.0,0,1
1328,1.0,1.0,4.0,0,3.0,1.0,2,4,2.0,0,1
1329,1.0,1.0,4.0,0,3.0,2.0,0,4,2.0,0,1
1330,1.0,1.0,4.0,0,3.0,2.0,1,2,1.0,0,1
1331,1.0,1.0,4.0,0,3.0,2.0,1,4,1.0,0,1
1332,1.0,1.0,4.0,0,3.0,2.0,1,4,2.0,0,2
1333,1.0,1.0,4.0,0,3.0,2.0,2,4,2.0,0,1
1334,1.0,1.0,4.0,0,3.0,3.0,0,4,2.0,0,1
1335,1.0,1.0,4.0,0,3.0,3.0,1,4,1.0,0,3
1336,1.0,1.0,4.0,0,3.0,3.0,1,4,2.0,0,2
1337,1.0,1.0,4.0,0,3.0,3.0,2,3,1.0,0,1
1338,1.0,1.0,4.0,0,3.0,4.0,1,4,1.0,0,1
1339,1.0,1.0,4.0,0,4.0,1.0,0,4,2.0,0,1
1340,1.0,1.0,4.0,0,4.0,1.0,1,3,2.0,0,1
1341,1.0,1.0,4.0,0,4.0,1.0,1,4,1.0,0,3
1342,1.0,1.0,4.0,0,4.0,1.0,1,4,2.0,0,2
1343,1.0,1.0,4.0,0,4.0,1.0,1,4,7.0,0,1
1344,1.0,1.0,4.0,0,4.0,1.0,2,3,2.0,0,1
1345,1.0,1.0,4.0,0,4.0,1.0,2,4,1.0,0,1
1346,1.0,1.0,4.0,0,4.0,2.0,1,2,1.0,0,1
1347,1.0,1.0,4.0,0,4.0,2.0,1,4,1.0,0,2
1348,1.0,1.0,4.0,0,4.0,2.0,1,4,2.0,0,2
1349,1.0,1.0,4.0,0,4.0,3.0,0,4,1.0,0,1
1350,1.0,1.0,4.0,0,4.0,3.0,1,4,2.0,0,1
1351,1.0,1.0,4.0,0,4.0,3.0,2,4,1.0,0,1
1352,1.0,1.0,4.0,1,1.0,1.0,1,2,2.0,0,1
1353,1.0,1.0,5.0,0,1.0,1.0,0,1,1.0,0,1
1354,1.0,1.0,5.0,0,1.0,1.0,0,2,1.0,0,3
1355,1.0,1.0,5.0,0,1.0,1.0,0,2,2.0,0,1
1356,1.0,1.0,5.0,0,1.0,1.0,0,3,1.0,0,1
1357,1.0,1.0,5.0,0,1.0,1.0,0,4,1.0,0,4
1358,1.0,1.0,5.0,0,1.0,1.0,0,4,2.0,0,3
1359,1.0,1.0,5.0,0,1.0,1.0,1,1,1.0,0,1
1360,1.0,1.0,5.0,0,1.0,1.0,1,2,1.0,0,4
1361,1.0,1.0,5.0,0,1.0,1.0,1,2,2.0,0,2
1362,1.0,1.0,5.0,0,1.0,1.0,1,3,1.0,0,3
1363,1.0,1.0,5.0,0,1.0,1.0,1,3,2.0,0,1
1364,1.0,1.0,5.0,0,1.0,1.0,1,4,1.0,0,5
1365,1.0,1.0,5.0,0,1.0,1.0,1,4,2.0,0,4
1366,1.0,1.0,5.0,0,1.0,1.0,1,4,7.0,0,1
1367,1.0,1.0,5.0,0,1.0,1.0,2,1,1.0,0,1
1368,1.0,1.0,5.0,0,1.0,1.0,2,2,1.0,0,2
1369,1.0,1.0,5.0,0,1.0,1.0,2,4,1.0,0,3
1370,1.0,1.0,5.0,0,1.0,1.0,2,4,2.0,0,1
1371,1.0,1.0,5.0,0,1.0,1.0,4,2,1.0,0,2
1372,1.0,1.0,5.0,0,1.0,2.0,1,2,1.0,0,2
1373,1.0,1.0,5.0,0,1.0,2.0,1,4,1.0,0,3
1374,1.0,1.0,5.0,0,1.0,2.0,1,4,2.0,0,2
1375,1.0,1.0,5.0,0,1.0,3.0,0,1,1.0,0,1
1376,1.0,1.0,5.0,0,1.0,3.0,0,2,2.0,0,1
1377,1.0,1.0,5.0,0,1.0,3.0,0,3,1.0,0,1
1378,1.0,1.0,5.0,0,1.0,3.0,0,4,2.0,0,1
1379,1.0,1.0,5.0,0,1.0,3.0,1,4,1.0,0,2
1380,1.0,1.0,5.0,0,1.0,3.0,1,4,2.0,0,2
1381,1.0,1.0,5.0,0,1.0,3.0,2,4,1.0,0,1
1382,1.0,1.0,5.0,0,2.0,1.0,0,4,1.0,0,3
1383,1.0,1.0,5.0,0,2.0,1.0,0,4,2.0,0,3
1384,1.0,1.0,5.0,0,2.0,1.0,1,4,1.0,0,3
1385,1.0,1.0,5.0,0,2.0,1.0,2,4,1.0,0,2
1386,1.0,1.0,5.0,0,2.0,2.0,1,3,1.0,0,1
1387,1.0,1.0,5.0,0,2.0,2.0,1,4,1.0,0,2
1388,1.0,1.0,5.0,0,2.0,3.0,1,4,1.0,0,3
1389,1.0,1.0,5.0,0,2.0,3.0,1,4,2.0,0,2
1390,1.0,1.0,5.0,0,3.0,1.0,1,4,1.0,0,1
1391,1.0,1.0,5.0,0,4.0,1.0,1,3,1.0,0,1
1392,1.0,1.0,5.0,0,4.0,2.0,0,4,1.0,0,1
1393,1.0,1.0,5.0,1,1.0,1.0,1,4,1.0,0,1
1394,1.0,1.0,6.0,0,1.0,1.0,0,1,1.0,0,1
1395,1.0,1.0,6.0,0,1.0,1.0,0,3,1.0,0,2
1396,1.0,1.0,6.0,0,1.0,1.0,0,4,1.0,0,3
1397,1.0,1.0,6.0,0,1.0,1.0,0,4,2.0,0,1
1398,1.0,1.0,6.0,0,1.0,1.0,1,2,1.0,0,2
1399,1.0,1.0,6.0,0,1.0,1.0,1,2,2.0,0,2
1400,1.0,1.0,6.0,0,1.0,1.0,1,3,1.0,0,1
1401,1.0,1.0,6.0,0,1.0,1.0,1,3,2.0,0,1
1402,1.0,1.0,6.0,0,1.0,1.0,1,4,1.0,0,4
1403,1.0,1.0,6.0,0,1.0,1.0,1,4,2.0,0,3
1404,1.0,1.0,6.0,0,1.0,1.0,2,4,1.0,0,2
1405,1.0,1.0,6.0,0,1.0,1.0,2,4,2.0,0,2
1406,1.0,1.0,6.0,0,1.0,1.0,3,4,1.0,0,1
1407,1.0,1.0,6.0,0,1.0,1.0,3,4,2.0,0,1
1408,1.0,1.0,6.0,0,1.0,2.0,1,4,1.0,0,1
1409,1.0,1.0,6.0,0,2.0,1.0,1,2,1.0,0,1
1410,1.0,1.0,6.0,0,2.0,1.0,1,4,1.0,0,1
1411,1.0,1.0,6.0,0,2.0,1.0,1,4,2.0,0,1
1412,1.0,1.0,6.0,0,2.0,2.0,1,4,1.0,0,1
1413,1.0,1.0,6.0,0,2.0,3.0,1,4,1.0,0,1
1414,1.0,1.0,6.0,0,2.0,3.0,2,4,2.0,0,1
1415,1.0,1.0,6.0,0,4.0,1.0,1,4,2.0,0,1
1416,1.0,1.0,6.0,1,1.0,1.0,0,1,1.0,0,1
1417,1.0,1.0,7.0,0,1.0,1.0,0,2,2.0,0,1
1418,1.0,1.0,7.0,0,1.0,1.0,0,3,1.0,0,1
1419,1.0,1.0,7.0,0,1.0,1.0,1,3,1.0,0,1
1420,1.0,1.0,7.0,0,1.0,1.0,1,3,2.0,0,1
1421,1.0,1.0,8.0,0,1.0,1.0,1,2,2.0,0,1
1422,1.0,1.0,8.0,0,1.0,1.0,1,3,1.0,0,1
1423,1.0,1.0,8.0,0,1.0,1.0,1,4,1.0,0,3
1424,1.0,1.0,8.0,0,1.0,1.0,2,4,2.0,0,1
1425,1.0,1.0,8.0,0,3.0,3.0,1,4,2.0,0,1
1426,1.0,2.0,0.0,0,1.0,1.0,0,2,1.0,0,1
1427,1.0,2.0,0.0,0,1.0,1.0,0,3,1.0,0,3
1428,1.0,2.0,0.0,0,1.0,1.0,0,3,2.0,0,3
1429,1.0,2.0,0.0,0,1.0,1.0,0,4,1.0,0,1
1430,1.0,2.0,0.0,0,1.0,1.0,1,3,1.0,0,3
1431,1.0,2.0,0.0,0,1.0,1.0,1,3,2.0,0,1
1432,1.0,2.0,0.0,0,1.0,1.0,1,4,1.0,0,3
1433,1.0,2.0,0.0,0,1.0,1.0,1,4,2.0,0,1
1434,1.0,2.0,0.0,0,1.0,1.0,2,3,1.0,0,1
1435,1.0,2.0,0.0,0,1.0,1.0,3,3,1.0,0,1
1436,1.0,2.0,0.0,0,1.0,2.0,0,3,1.0,0,1
1437,1.0,2.0,0.0,0,1.0,2.0,0,4,1.0,0,1
1438,1.0,2.0,0.0,0,1.0,2.0,2,3,1.0,0,1
1439,1.0,2.0,0.0,0,1.0,3.0,0,4,1.0,0,1
1440,1.0,2.0,0.0,0,2.0,1.0,0,3,1.0,0,1
1441,1.0,2.0,0.0,0,2.0,1.0,1,3,1.0,0,2
1442,1.0,2.0,0.0,0,2.0,2.0,0,3,1.0,0,1
1443,1.0,2.0,0.0,0,2.0,2.0,2,4,1.0,0,1
1444,1.0,2.0,0.0,0,2.0,3.0,0,3,2.0,0,1
1445,1.0,2.0,1.0,0,1.0,1.0,0,2,1.0,0,1
1446,1.0,2.0,1.0,0,1.0,1.0,0,3,1.0,0,3
1447,1.0,2.0,1.0,0,1.0,1.0,0,3,2.0,0,1
1448,1.0,2.0,1.0,0,1.0,1.0,0,4,1.0,0,1
1449,1.0,2.0,1.0,0,1.0,1.0,1,2,1.0,0,1
1450,1.0,2.0,1.0,0,1.0,1.0,1,2,2.0,0,2
1451,1.0,2.0,1.0,0,1.0,1.0,1,3,1.0,0,3
1452,1.0,2.0,1.0,0,1.0,1.0,2,2,1.0,0,1
1453,1.0,2.0,1.0,0,1.0,1.0,2,3,1.0,0,1
1454,1.0,2.0,1.0,0,1.0,2.0,0,3,1.0,0,1
1455,1.0,2.0,1.0,0,1.0,2.0,1,3,1.0,0,1
1456,1.0,2.0,1.0,0,1.0,3.0,0,4,1.0,0,1
1457,1.0,2.0,1.0,0,2.0,1.0,0,2,1.0,0,1
1458,1.0,2.0,1.0,0,2.0,2.0,0,2,2.0,0,1
1459,1.0,2.0,1.0,0,2.0,2.0,0,3,1.0,0,2
1460,1.0,2.0,1.0,0,2.0,2.0,1,2,2.0,0,1
1461,1.0,2.0,1.0,0,2.0,3.0,0,3,1.0,0,1
1462,1.0,2.0,1.0,0,3.0,2.0,0,2,2.0,0,1
1463,1.0,2.0,1.0,0,3.0,2.0,0,4,1.0,0,1
1464,1.0,2.0,1.0,0,3.0,4.0,0,3,1.0,0,1
1465,1.0,2.0,1.0,0,4.0,2.0,0,2,2.0,0,1
1466,1.0,2.0,1.0,1,1.0,1.0,0,2,1.0,0,1
1467,1.0,2.0,2.0,0,1.0,1.0,0,2,1.0,0,3
1468,1.0,2.0,2.0,0,1.0,1.0,0,3,1.0,0,5
1469,1.0,2.0,2.0,0,1.0,1.0,0,3,2.0,0,4
1470,1.0,2.0,2.0,0,1.0,1.0,0,3,7.0,0,1
1471,1.0,2.0,2.0,0,1.0,1.0,0,4,1.0,0,3
1472,1.0,2.0,2.0,0,1.0,1.0,0,4,2.0,0,3
1473,1.0,2.0,2.0,0,1.0,1.0,1,1,1.0,0,3
1474,1.0,2.0,2.0,0,1.0,1.0,1,2,1.0,0,3
1475,1.0,2.0,2.0,0,1.0,1.0,1,2,2.0,0,2
1476,1.0,2.0,2.0,0,1.0,1.0,1,3,1.0,0,5
1477,1.0,2.0,2.0,0,1.0,1.0,1,3,2.0,0,4
1478,1.0,2.0,2.0,0,1.0,1.0,1,4,1.0,0,3
1479,1.0,2.0,2.0,0,1.0,1.0,1,4,2.0,0,2
1480,1.0,2.0,2.0,0,1.0,1.0,2,2,1.0,0,1
1481,1.0,2.0,2.0,0,1.0,1.0,2,3,1.0,0,4
1482,1.0,2.0,2.0,0,1.0,1.0,3,1,1.0,0,1
1483,1.0,2.0,2.0,0,1.0,1.0,3,4,1.0,0,1
1484,1.0,2.0,2.0,0,1.0,2.0,0,2,1.0,0,3
1485,1.0,2.0,2.0,0,1.0,2.0,0,2,2.0,0,2
1486,1.0,2.0,2.0,0,1.0,2.0,0,3,1.0,0,3
1487,1.0,2.0,2.0,0,1.0,2.0,0,3,2.0,0,3
1488,1.0,2.0,2.0,0,1.0,2.0,1,3,1.0,0,3
1489,1.0,2.0,2.0,0,1.0,2.0,2,3,1.0,0,1
1490,1.0,2.0,2.0,0,1.0,2.0,2,4,1.0,0,1
1491,1.0,2.0,2.0,0,1.0,3.0,0,3,1.0,0,3
1492,1.0,2.0,2.0,0,1.0,3.0,0,3,2.0,0,3
1493,1.0,2.0,2.0,0,1.0,3.0,1,2,1.0,0,1
1494,1.0,2.0,2.0,0,1.0,3.0,1,3,1.0,0,3
1495,1.0,2.0,2.0,0,1.0,3.0,1,3,2.0,0,2
1496,1.0,2.0,2.0,0,1.0,3.0,1,4,2.0,0,1
1497,1.0,2.0,2.0,0,1.0,4.0,0,3,1.0,0,1
1498,1.0,2.0,2.0,0,1.0,4.0,1,4,1.0,0,1
1499,1.0,2.0,2.0,0,2.0,1.0,0,2,1.0,0,1
1500,1.0,2.0,2.0,0,2.0,1.0,0,3,1.0,0,3
1501,1.0,2.0,2.0,0,2.0,1.0,0,3,2.0,0,1
1502,1.0,2.0,2.0,0,2.0,1.0,1,2,1.0,0,1
1503,1.0,2.0,2.0,0,2.0,1.0,1,3,1.0,0,3
1504,1.0,2.0,2.0,0,2.0,1.0,1,3,2.0,0,3
1505,1.0,2.0,2.0,0,2.0,1.0,1,4,1.0,0,1
1506,1.0,2.0,2.0,0,2.0,1.0,3,1,1.0,0,1
1507,1.0,2.0,2.0,0,2.0,2.0,0,1,1.0,0,1
1508,1.0,2.0,2.0,0,2.0,2.0,0,2,1.0,0,1
1509,1.0,2.0,2.0,0,2.0,2.0,0,2,2.0,0,2
1510,1.0,2.0,2.0,0,2.0,2.0,0,3,1.0,0,3
1511,1.0,2.0,2.0,0,2.0,2.0,0,3,2.0,0,3
1512,1.0,2.0,2.0,0,2.0,2.0,0,3,5.0,0,1
1513,1.0,2.0,2.0,0,2.0,2.0,0,4,1.0,0,2
1514,1.0,2.0,2.0,0,2.0,2.0,1,3,1.0,0,2
1515,1.0,2.0,2.0,0,2.0,2.0,1,3,2.0,0,1
1516,1.0,2.0,2.0,0,2.0,2.0,1,3,5.0,0,1
1517,1.0,2.0,2.0,0,2.0,2.0,2,3,1.0,0,1
1518,1.0,2.0,2.0,0,2.0,3.0,0,3,1.0,0,3
1519,1.0,2.0,2.0,0,2.0,3.0,0,3,2.0,0,3
1520,1.0,2.0,2.0,0,2.0,3.0,0,4,2.0,0,1
1521,1.0,2.0,2.0,0,2.0,3.0,1,2,2.0,0,2
1522,1.0,2.0,2.0,0,2.0,3.0,1,3,1.0,0,3
1523,1.0,2.0,2.0,0,2.0,3.0,1,3,2.0,0,2
1524,1.0,2.0,2.0,0,2.0,3.0,2,3,2.0,0,1
1525,1.0,2.0,2.0,0,2.0,3.0,2,4,2.0,0,1
1526,1.0,2.0,2.0,0,2.0,4.0,0,3,1.0,0,2
1527,1.0,2.0,2.0,0,2.0,4.0,0,3,3.0,0,1
1528,1.0,2.0,2.0,0,2.0,4.0,1,3,1.0,0,1
1529,1.0,2.0,2.0,0,3.0,1.0,0,4,1.0,0,1
1530,1.0,2.0,2.0,0,3.0,1.0,1,2,1.0,0,1
1531,1.0,2.0,2.0,0,3.0,2.0,0,3,1.0,0,1
1532,1.0,2.0,2.0,0,3.0,2.0,0,3,2.0,0,1
1533,1.0,2.0,2.0,0,3.0,2.0,1,1,1.0,0,1
1534,1.0,2.0,2.0,0,3.0,3.0,0,2,1.0,0,1
1535,1.0,2.0,2.0,0,3.0,3.0,0,4,2.0,0,1
1536,1.0,2.0,2.0,0,3.0,3.0,1,2,1.0,0,1
1537,1.0,2.0,2.0,0,4.0,2.0,0,3,2.0,0,1
1538,1.0,2.0,2.0,0,4.0,2.0,0,4,2.0,0,1
1539,1.0,2.0,2.0,0,4.0,2.0,1,3,1.0,0,1
1540,1.0,2.0,2.0,0,4.0,3.0,0,3,1.0,0,1
1541,1.0,2.0,2.0,0,4.0,3.0,0,4,2.0,0,1
1542,1.0,2.0,2.0,0,4.0,3.0,1,3,1.0,0,1
1543,1.0,2.0,3.0,0,1.0,1.0,0,3,1.0,0,3
1544,1.0,2.0,3.0,0,1.0,1.0,0,4,1.0,0,4
1545,1.0,2.0,3.0,0,1.0,1.0,0,4,2.0,0,2
1546,1.0,2.0,3.0,0,1.0,1.0,1,1,1.0,0,1
1547,1.0,2.0,3.0,0,1.0,1.0,1,2,1.0,0,3
1548,1.0,2.0,3.0,0,1.0,1.0,1,2,2.0,0,1
1549,1.0,2.0,3.0,0,1.0,1.0,1,3,1.0,0,3
1550,1.0,2.0,3.0,0,1.0,1.0,1,3,2.0,0,1
1551,1.0,2.0,3.0,0,1.0,1.0,1,4,1.0,0,5
1552,1.0,2.0,3.0,0,1.0,1.0,1,4,2.0,0,4
1553,1.0,2.0,3.0,0,1.0,1.0,2,3,1.0,0,1
1554,1.0,2.0,3.0,0,1.0,1.0,2,4,1.0,0,3
1555,1.0,2.0,3.0,0,1.0,1.0,2,4,2.0,0,1
1556,1.0,2.0,3.0,0,1.0,1.0,4,1,1.0,0,2
1557,1.0,2.0,3.0,0,1.0,1.0,4,4,1.0,0,1
1558,1.0,2.0,3.0,0,1.0,2.0,1,2,2.0,0,1
1559,1.0,2.0,3.0,0,1.0,2.0,1,3,2.0,0,1
1560,1.0,2.0,3.0,0,1.0,2.0,1,4,1.0,0,2
1561,1.0,2.0,3.0,0,1.0,2.0,1,4,2.0,0,2
1562,1.0,2.0,3.0,0,1.0,3.0,0,1,2.0,0,1
1563,1.0,2.0,3.0,0,1.0,3.0,0,4,1.0,0,1
1564,1.0,2.0,3.0,0,1.0,3.0,1,2,1.0,0,2
1565,1.0,2.0,3.0,0,1.0,3.0,1,4,1.0,0,3
1566,1.0,2.0,3.0,0,1.0,3.0,1,4,7.0,0,1
1567,1.0,2.0,3.0,0,1.0,4.0,1,4,2.0,0,1
1568,1.0,2.0,3.0,0,2.0,1.0,0,2,3.0,0,1
1569,1.0,2.0,3.0,0,2.0,1.0,0,3,1.0,0,1
1570,1.0,2.0,3.0,0,2.0,1.0,1,2,1.0,0,2
1571,1.0,2.0,3.0,0,2.0,1.0,1,4,1.0,0,3
1572,1.0,2.0,3.0,0,2.0,1.0,1,4,2.0,0,3
1573,1.0,2.0,3.0,0,2.0,1.0,1,4,3.0,0,1
1574,1.0,2.0,3.0,0,2.0,1.0,2,3,1.0,0,1
1575,1.0,2.0,3.0,0,2.0,2.0,0,3,1.0,0,1
1576,1.0,2.0,3.0,0,2.0,2.0,0,4,2.0,0,1
1577,1.0,2.0,3.0,0,2.0,2.0,0,4,5.0,0,1
1578,1.0,2.0,3.0,0,2.0,2.0,1,4,2.0,0,1
1579,1.0,2.0,4.0,0,1.0,1.0,0,3,1.0,0,3
1580,1.0,2.0,4.0,0,1.0,1.0,0,4,1.0,0,4
1581,1.0,2.0,4.0,0,1.0,1.0,0,4,2.0,0,4
1582,1.0,2.0,4.0,0,1.0,1.0,1,3,1.0,0,4
1583,1.0,2.0,4.0,0,1.0,1.0,1,3,2.0,0,3
1584,1.0,2.0,4.0,0,1.0,1.0,1,3,7.0,0,1
1585,1.0,2.0,4.0,0,1.0,1.0,1,4,1.0,0,4
1586,1.0,2.0,4.0,0,1.0,1.0,1,4,2.0,0,4
1587,1.0,2.0,4.0,0,1.0,1.0,2,3,1.0,0,1
1588,1.0,2.0,4.0,0,1.0,1.0,2,3,2.0,0,2
1589,1.0,2.0,4.0,0,1.0,1.0,2,4,1.0,0,4
1590,1.0,2.0,4.0,0,1.0,1.0,2,4,2.0,0,1
1591,1.0,2.0,4.0,0,1.0,1.0,3,3,1.0,0,1
1592,1.0,2.0,4.0,0,1.0,1.0,3,4,1.0,0,3
1593,1.0,2.0,4.0,0,1.0,1.0,4,1,1.0,0,1
1594,1.0,2.0,4.0,0,1.0,1.0,4,2,1.0,0,1
1595,1.0,2.0,4.0,0,1.0,2.0,0,4,1.0,0,2
1596,1.0,2.0,4.0,0,1.0,2.0,0,4,2.0,0,2
1597,1.0,2.0,4.0,0,1.0,2.0,1,3,2.0,0,1
1598,1.0,2.0,4.0,0,1.0,2.0,1,4,1.0,0,3
1599,1.0,2.0,4.0,0,1.0,2.0,1,4,2.0,0,3
1600,1.0,2.0,4.0,0,1.0,2.0,1,4,3.0,0,1
1601,1.0,2.0,4.0,0,1.0,3.0,0,4,1.0,0,2
1602,1.0,2.0,4.0,0,1.0,3.0,1,3,1.0,0,1
1603,1.0,2.0,4.0,0,1.0,3.0,1,4,1.0,0,2
1604,1.0,2.0,4.0,0,1.0,3.0,1,4,2.0,0,1
1605,1.0,2.0,4.0,0,1.0,4.0,1,2,1.0,0,1
1606,1.0,2.0,4.0,0,2.0,1.0,0,3,1.0,0,1
1607,1.0,2.0,4.0,0,2.0,1.0,1,1,1.0,0,1
1608,1.0,2.0,4.0,0,2.0,1.0,1,3,1.0,0,1
1609,1.0,2.0,4.0,0,2.0,1.0,1,4,1.0,0,3
1610,1.0,2.0,4.0,0,2.0,1.0,1,4,2.0,0,2
1611,1.0,2.0,4.0,0,2.0,1.0,2,4,1.0,0,2
1612,1.0,2.0,4.0,0,2.0,1.0,2,4,2.0,0,1
1613,1.0,2.0,4.0,0,2.0,1.0,2,4,5.0,0,1
1614,1.0,2.0,4.0,0,2.0,2.0,0,4,7.0,0,1
1615,1.0,2.0,4.0,0,2.0,2.0,2,4,1.0,0,1
1616,1.0,2.0,4.0,0,2.0,3.0,1,3,1.0,0,1
1617,1.0,2.0,4.0,0,2.0,3.0,1,4,2.0,0,1
1618,1.0,2.0,4.0,0,2.0,3.0,2,4,1.0,0,1
1619,1.0,2.0,4.0,0,2.0,4.0,1,4,2.0,0,1
1620,1.0,2.0,4.0,0,3.0,1.0,0,4,2.0,0,1
1621,1.0,2.0,4.0,0,3.0,1.0,1,4,2.0,0,1
1622,1.0,2.0,4.0,0,3.0,3.0,1,4,1.0,0,1
1623,1.0,2.0,4.0,0,4.0,1.0,0,4,2.0,0,1
1624,1.0,2.0,4.0,0,4.0,1.0,1,3,1.0,0,1
1625,1.0,2.0,4.0,1,1.0,1.0,0,4,2.0,0,1
1626,1.0,2.0,5.0,0,1.0,1.0,0,4,1.0,0,3
1627,1.0,2.0,5.0,0,1.0,1.0,1,4,1.0,0,3
1628,1.0,2.0,5.0,0,1.0,1.0,1,4,2.0,0,3
1629,1.0,2.0,5.0,0,1.0,3.0,0,4,1.0,0,1
1630,1.0,2.0,5.0,0,2.0,1.0,1,4,2.0,0,1
1631,1.0,2.0,5.0,0,2.0,1.0,1,4,7.0,0,1
1632,1.0,2.0,6.0,0,1.0,1.0,0,3,1.0,0,1
1633,1.0,2.0,6.0,0,1.0,1.0,0,3,2.0,0,1
1634,1.0,2.0,6.0,0,1.0,1.0,0,4,1.0,0,2
1635,1.0,2.0,6.0,0,1.0,1.0,0,4,2.0,0,1
1636,1.0,2.0,6.0,0,1.0,1.0,1,2,1.0,0,1
1637,1.0,2.0,6.0,0,1.0,1.0,1,2,2.0,0,1
1638,1.0,2.0,6.0,0,1.0,1.0,1,3,1.0,0,2
1639,1.0,2.0,6.0,0,1.0,1.0,1,4,1.0,0,2
1640,1.0,2.0,6.0,0,1.0,1.0,1,4,2.0,0,1
1641,1.0,2.0,6.0,0,1.0,1.0,2,4,1.0,0,1
1642,1.0,2.0,6.0,0,1.0,1.0,3,4,1.0,0,1
1643,1.0,2.0,6.0,0,1.0,3.0,0,4,2.0,0,1
1644,1.0,2.0,6.0,0,4.0,1.0,2,4,1.0,0,1
1645,1.0,2.0,7.0,0,1.0,1.0,0,4,1.0,0,1
1646,1.0,2.0,7.0,0,2.0,2.0,0,4,1.0,0,1
1647,1.0,2.0,8.0,0,1.0,1.0,0,3,1.0,0,1
1648,1.0,3.0,0.0,0,1.0,1.0,0,1,1.0,0,2
1649,1.0,3.0,0.0,0,1.0,1.0,0,2,1.0,0,3
1650,1.0,3.0,0.0,0,1.0,1.0,0,2,2.0,0,2
1651,1.0,3.0,0.0,0,1.0,1.0,0,3,1.0,0,4
1652,1.0,3.0,0.0,0,1.0,1.0,0,3,2.0,0,2
1653,1.0,3.0,0.0,0,1.0,1.0,0,3,7.0,0,2
1654,1.0,3.0,0.0,0,1.0,1.0,0,4,1.0,0,4
1655,1.0,3.0,0.0,0,1.0,1.0,0,4,2.0,0,3
1656,1.0,3.0,0.0,0,1.0,1.0,1,1,1.0,0,3
1657,1.0,3.0,0.0,0,1.0,1.0,1,2,1.0,0,4
1658,1.0,3.0,0.0,0,1.0,1.0,1,2,2.0,0,3
1659,1.0,3.0,0.0,0,1.0,1.0,1,3,1.0,0,5
1660,1.0,3.0,0.0,0,1.0,1.0,1,3,2.0,0,4
1661,1.0,3.0,0.0,0,1.0,1.0,1,3,4.0,0,1
1662,1.0,3.0,0.0,0,1.0,1.0,1,3,5.0,0,1
