,catr,circ,nbv,vosp,prof,plan,lartpc,larrout,surf,env1,tot_val
0,1.0,0.0,0.0,0,1.0,1.0,0,2,1.0,0,2
1,1.0,0.0,0.0,0,1.0,1.0,0,2,2.0,0,1
2,1.0,0.0,0.0,0,1.0,1.0,0,2,7.0,0,1
3,1.0,0.0,0.0,0,1.0,1.0,0,3,1.0,0,3
4,1.0,0.0,0.0,0,1.0,1.0,0,3,2.0,0,3
5,1.0,0.0,0.0,0,1.0,1.0,0,4,1.0,0,3
6,1.0,0.0,0.0,0,1.0,1.0,1,2,1.0,0,3
7,1.0,0.0,0.0,0,1.0,1.0,1,2,2.0,0,3
8,1.0,0.0,0.0,0,1.0,1.0,1,3,1.0,0,4
9,1.0,0.0,0.0,0,1.0,1.0,1,3,2.0,0,3
10,1.0,0.0,0.0,0,1.0,1.0,1,3,7.0,0,1
11,1.0,0.0,0.0,0,1.0,1.0,1,4,1.0,0,4
12,1.0,0.0,0.0,0,1.0,1.0,1,4,2.0,0,3
13,1.0,0.0,0.0,0,1.0,1.0,2,2,1.0,0,2
14,1.0,0.0,0.0,0,1.0,1.0,2,3,1.0,0,3
15,1.0,0.0,0.0,0,1.0,1.0,2,4,1.0,0,4
16,1.0,0.0,0.0,0,1.0,1.0,2,4,2.0,0,3
17,1.0,0.0,0.0,0,1.0,1.0,3,2,1.0,0,1
18,1.0,0.0,0.0,0,1.0,1.0,3,3,2.0,0,1
19,1.0,0.0,0.0,0,1.0,1.0,4,1,2.0,0,1
20,1.0,0.0,0.0,0,1.0,1.0,4,2,1.0,0,1
21,1.0,0.0,0.0,0,1.0,2.0,0,3,1.0,0,1
22,1.0,0.0,0.0,0,1.0,2.0,0,3,2.0,0,1
23,1.0,0.0,0.0,0,1.0,2.0,0,4,1.0,0,1
24,1.0,0.0,0.0,0,1.0,2.0,1,3,2.0,0,1
25,1.0,0.0,0.0,0,1.0,2.0,1,4,1.0,0,1
26,1.0,0.0,0.0,0,1.0,2.0,2,3,1.0,0,1
27,1.0,0.0,0.0,0,1.0,2.0,2,4,2.0,0,1
28,1.0,0.0,0.0,0,1.0,3.0,0,2,1.0,0,1
29,1.0,0.0,0.0,0,1.0,3.0,0,2,2.0,0,1
30,1.0,0.0,0.0,0,1.0,3.0,0,3,1.0,0,1
31,1.0,0.0,0.0,0,1.0,3.0,1,3,1.0,0,1
32,1.0,0.0,0.0,0,1.0,3.0,1,4,1.0,0,2
33,1.0,0.0,0.0,0,2.0,1.0,0,2,1.0,0,1
34,1.0,0.0,0.0,0,2.0,1.0,0,4,1.0,0,1
35,1.0,0.0,0.0,0,2.0,1.0,1,2,1.0,0,1
36,1.0,0.0,0.0,0,2.0,1.0,1,3,1.0,0,3
37,1.0,0.0,0.0,0,2.0,1.0,1,3,2.0,0,1
38,1.0,0.0,0.0,0,2.0,1.0,1,4,1.0,0,3
39,1.0,0.0,0.0,0,2.0,2.0,0,3,1.0,0,2
40,1.0,0.0,0.0,0,2.0,2.0,1,3,1.0,0,1
41,1.0,0.0,0.0,0,2.0,2.0,1,4,1.0,0,2
42,1.0,0.0,0.0,0,2.0,2.0,2,4,1.0,0,1
43,1.0,0.0,0.0,0,2.0,3.0,0,3,1.0,0,2
44,1.0,0.0,0.0,0,2.0,3.0,2,3,2.0,0,1
45,1.0,0.0,0.0,0,2.0,4.0,1,3,1.0,0,1
46,1.0,0.0,0.0,0,3.0,1.0,1,3,1.0,0,3
47,1.0,0.0,0.0,0,3.0,1.0,1,4,1.0,0,1
48,1.0,0.0,0.0,0,3.0,1.0,1,4,2.0,0,2
49,1.0,0.0,0.0,0,3.0,1.0,2,4,1.0,0,1
50,1.0,0.0,0.0,0,3.0,2.0,2,3,2.0,0,1
51,1.0,0.0,0.0,0,4.0,1.0,2,3,1.0,0,1
52,1.0,0.0,0.0,0,4.0,2.0,1,3,1.0,0,1
53,1.0,0.0,0.0,0,4.0,3.0,1,2,2.0,0,1
54,1.0,0.0,1.0,0,1.0,1.0,0,1,1.0,0,3
55,1.0,0.0,1.0,0,1.0,1.0,0,2,1.0,0,3
56,1.0,0.0,1.0,0,1.0,1.0,0,2,2.0,0,1
57,1.0,0.0,1.0,0,1.0,1.0,0,3,1.0,0,2
58,1.0,0.0,1.0,0,1.0,1.0,1,1,2.0,0,1
59,1.0,0.0,1.0,0,1.0,1.0,1,2,2.0,0,1
60,1.0,0.0,1.0,0,1.0,1.0,1,3,1.0,0,1
61,1.0,0.0,1.0,0,1.0,1.0,1,4,1.0,0,3
62,1.0,0.0,1.0,0,1.0,1.0,3,3,1.0,0,1
63,1.0,0.0,1.0,0,1.0,1.0,4,2,1.0,0,1
64,1.0,0.0,1.0,0,1.0,2.0,0,1,1.0,0,2
65,1.0,0.0,1.0,0,1.0,2.0,0,2,1.0,0,1
66,1.0,0.0,1.0,0,1.0,2.0,0,3,2.0,0,2
67,1.0,0.0,1.0,0,1.0,2.0,1,2,2.0,0,1
68,1.0,0.0,1.0,0,1.0,3.0,0,2,1.0,0,3
69,1.0,0.0,1.0,0,1.0,3.0,0,2,2.0,0,1
70,1.0,0.0,1.0,0,1.0,3.0,0,3,1.0,0,3
71,1.0,0.0,1.0,0,1.0,3.0,1,1,2.0,0,1
72,1.0,0.0,1.0,0,1.0,3.0,1,2,1.0,0,1
73,1.0,0.0,1.0,0,1.0,4.0,1,2,2.0,0,2
74,1.0,0.0,1.0,0,2.0,1.0,0,2,1.0,0,2
75,1.0,0.0,1.0,0,2.0,1.0,0,3,1.0,0,1
76,1.0,0.0,1.0,0,2.0,2.0,0,2,1.0,0,1
77,1.0,0.0,1.0,0,2.0,2.0,0,2,2.0,0,1
78,1.0,0.0,1.0,0,2.0,3.0,0,2,1.0,0,3
79,1.0,0.0,1.0,0,2.0,3.0,0,3,2.0,0,1
80,1.0,0.0,1.0,0,2.0,3.0,0,3,7.0,0,1
81,1.0,0.0,1.0,0,2.0,3.0,1,2,1.0,0,1
82,1.0,0.0,1.0,0,2.0,3.0,1,2,2.0,0,1
83,1.0,0.0,1.0,0,2.0,3.0,1,3,1.0,0,1
84,1.0,0.0,1.0,0,2.0,3.0,2,3,1.0,0,1
85,1.0,0.0,1.0,0,3.0,1.0,0,2,1.0,0,1
86,1.0,0.0,1.0,0,3.0,1.0,1,1,2.0,0,1
87,1.0,0.0,1.0,0,3.0,1.0,1,2,1.0,0,1
88,1.0,0.0,1.0,0,3.0,3.0,0,2,2.0,0,2
89,1.0,0.0,2.0,0,1.0,1.0,0,2,1.0,0,3
90,1.0,0.0,2.0,0,1.0,1.0,0,3,1.0,0,4
91,1.0,0.0,2.0,0,1.0,1.0,0,3,2.0,0,3
92,1.0,0.0,2.0,0,1.0,1.0,0,4,1.0,0,2
93,1.0,0.0,2.0,0,1.0,1.0,0,4,2.0,0,1
94,1.0,0.0,2.0,0,1.0,1.0,1,1,1.0,0,2
95,1.0,0.0,2.0,0,1.0,1.0,1,1,2.0,0,1
96,1.0,0.0,2.0,0,1.0,1.0,1,2,1.0,0,4
97,1.0,0.0,2.0,0,1.0,1.0,1,2,2.0,0,3
98,1.0,0.0,2.0,0,1.0,1.0,1,3,1.0,0,5
99,1.0,0.0,2.0,0,1.0,1.0,1,3,2.0,0,4
100,1.0,0.0,2.0,0,1.0,1.0,1,3,5.0,0,3
101,1.0,0.0,2.0,0,1.0,1.0,1,4,1.0,0,4
102,1.0,0.0,2.0,0,1.0,1.0,1,4,2.0,0,1
103,1.0,0.0,2.0,0,1.0,1.0,2,1,1.0,0,1
104,1.0,0.0,2.0,0,1.0,1.0,2,2,1.0,0,2
105,1.0,0.0,2.0,0,1.0,1.0,2,3,1.0,0,4
106,1.0,0.0,2.0,0,1.0,1.0,2,3,2.0,0,3
107,1.0,0.0,2.0,0,1.0,1.0,2,3,5.0,0,1
108,1.0,0.0,2.0,0,1.0,1.0,2,4,1.0,0,3
109,1.0,0.0,2.0,0,1.0,1.0,2,4,2.0,0,1
110,1.0,0.0,2.0,0,1.0,1.0,3,1,1.0,0,1
111,1.0,0.0,2.0,0,1.0,1.0,3,2,1.0,0,2
112,1.0,0.0,2.0,0,1.0,1.0,3,3,1.0,0,3
113,1.0,0.0,2.0,0,1.0,1.0,3,4,1.0,0,2
114,1.0,0.0,2.0,0,1.0,1.0,3,4,2.0,0,1
115,1.0,0.0,2.0,0,1.0,1.0,4,4,1.0,0,2
116,1.0,0.0,2.0,0,1.0,2.0,0,2,2.0,0,1
117,1.0,0.0,2.0,0,1.0,2.0,0,3,1.0,0,3
118,1.0,0.0,2.0,0,1.0,2.0,0,3,2.0,0,3
119,1.0,0.0,2.0,0,1.0,2.0,0,3,3.0,0,1
120,1.0,0.0,2.0,0,1.0,2.0,1,2,1.0,0,3
121,1.0,0.0,2.0,0,1.0,2.0,1,2,2.0,0,2
122,1.0,0.0,2.0,0,1.0,2.0,1,3,1.0,0,4
123,1.0,0.0,2.0,0,1.0,2.0,1,3,2.0,0,2
124,1.0,0.0,2.0,0,1.0,2.0,1,4,1.0,0,1
125,1.0,0.0,2.0,0,1.0,2.0,2,3,2.0,0,1
126,1.0,0.0,2.0,0,1.0,3.0,0,2,1.0,0,3
127,1.0,0.0,2.0,0,1.0,3.0,0,2,2.0,0,1
128,1.0,0.0,2.0,0,1.0,3.0,0,3,1.0,0,3
129,1.0,0.0,2.0,0,1.0,3.0,0,3,2.0,0,3
130,1.0,0.0,2.0,0,1.0,3.0,1,1,1.0,0,1
131,1.0,0.0,2.0,0,1.0,3.0,1,2,1.0,0,2
132,1.0,0.0,2.0,0,1.0,3.0,1,2,2.0,0,1
133,1.0,0.0,2.0,0,1.0,3.0,1,3,1.0,0,4
134,1.0,0.0,2.0,0,1.0,3.0,1,3,2.0,0,3
135,1.0,0.0,2.0,0,1.0,3.0,1,4,1.0,0,3
136,1.0,0.0,2.0,0,1.0,3.0,1,4,2.0,0,2
137,1.0,0.0,2.0,0,1.0,3.0,2,3,1.0,0,1
138,1.0,0.0,2.0,0,1.0,3.0,4,2,1.0,0,1
139,1.0,0.0,2.0,0,1.0,3.0,4,3,2.0,0,1
140,1.0,0.0,2.0,0,1.0,4.0,1,3,2.0,0,1
141,1.0,0.0,2.0,0,1.0,4.0,1,4,2.0,0,1
142,1.0,0.0,2.0,0,2.0,1.0,0,2,1.0,0,2
143,1.0,0.0,2.0,0,2.0,1.0,0,3,1.0,0,3
144,1.0,0.0,2.0,0,2.0,1.0,0,3,2.0,0,2
145,1.0,0.0,2.0,0,2.0,1.0,1,2,1.0,0,2
146,1.0,0.0,2.0,0,2.0,1.0,1,3,1.0,0,4
147,1.0,0.0,2.0,0,2.0,1.0,1,3,2.0,0,1
148,1.0,0.0,2.0,0,2.0,1.0,1,3,7.0,0,1
149,1.0,0.0,2.0,0,2.0,1.0,2,3,1.0,0,2
150,1.0,0.0,2.0,0,2.0,1.0,2,4,1.0,0,1
151,1.0,0.0,2.0,0,2.0,1.0,3,4,1.0,0,1
152,1.0,0.0,2.0,0,2.0,2.0,0,3,1.0,0,1
153,1.0,0.0,2.0,0,2.0,2.0,0,3,2.0,0,3
154,1.0,0.0,2.0,0,2.0,2.0,1,2,2.0,0,2
155,1.0,0.0,2.0,0,2.0,2.0,1,3,1.0,0,3
156,1.0,0.0,2.0,0,2.0,2.0,1,3,2.0,0,3
157,1.0,0.0,2.0,0,2.0,2.0,1,3,7.0,0,2
158,1.0,0.0,2.0,0,2.0,2.0,2,3,2.0,0,1
159,1.0,0.0,2.0,0,2.0,3.0,0,3,1.0,0,3
160,1.0,0.0,2.0,0,2.0,3.0,1,2,1.0,0,1
161,1.0,0.0,2.0,0,2.0,3.0,1,3,1.0,0,3
162,1.0,0.0,2.0,0,2.0,3.0,1,3,2.0,0,3
163,1.0,0.0,2.0,0,2.0,3.0,2,2,1.0,0,1
164,1.0,0.0,2.0,0,2.0,3.0,2,3,1.0,0,1
165,1.0,0.0,2.0,0,2.0,3.0,2,4,2.0,0,1
166,1.0,0.0,2.0,0,2.0,4.0,0,3,1.0,0,1
167,1.0,0.0,2.0,0,3.0,1.0,0,3,1.0,0,1
168,1.0,0.0,2.0,0,3.0,1.0,1,3,1.0,0,1
169,1.0,0.0,2.0,0,3.0,1.0,2,3,1.0,0,1
170,1.0,0.0,2.0,0,3.0,2.0,1,3,1.0,0,3
171,1.0,0.0,2.0,0,3.0,2.0,1,3,2.0,0,1
172,1.0,0.0,2.0,0,3.0,2.0,2,3,2.0,0,1
173,1.0,0.0,2.0,0,3.0,3.0,1,3,2.0,0,2
174,1.0,0.0,2.0,0,4.0,1.0,1,3,1.0,0,2
175,1.0,0.0,2.0,0,4.0,1.0,2,3,1.0,0,1
176,1.0,0.0,2.0,0,4.0,2.0,0,1,2.0,0,1
177,1.0,0.0,2.0,0,4.0,2.0,0,3,1.0,0,1
178,1.0,0.0,2.0,0,4.0,2.0,0,3,2.0,0,1
179,1.0,0.0,2.0,0,4.0,2.0,1,2,1.0,0,1
180,1.0,0.0,2.0,0,4.0,2.0,1,3,2.0,0,1
181,1.0,0.0,2.0,0,4.0,3.0,0,3,1.0,0,1
182,1.0,0.0,2.0,1,1.0,1.0,0,3,1.0,0,1
183,1.0,0.0,2.0,1,2.0,1.0,1,1,1.0,0,1
184,1.0,0.0,3.0,0,1.0,1.0,0,2,1.0,0,2
185,1.0,0.0,3.0,0,1.0,1.0,0,2,2.0,0,1
186,1.0,0.0,3.0,0,1.0,1.0,0,3,1.0,0,3
187,1.0,0.0,3.0,0,1.0,1.0,0,4,1.0,0,4
188,1.0,0.0,3.0,0,1.0,1.0,0,4,2.0,0,3
189,1.0,0.0,3.0,0,1.0,1.0,1,1,1.0,0,3
190,1.0,0.0,3.0,0,1.0,1.0,1,1,2.0,0,2
191,1.0,0.0,3.0,0,1.0,1.0,1,2,1.0,0,4
192,1.0,0.0,3.0,0,1.0,1.0,1,2,2.0,0,3
193,1.0,0.0,3.0,0,1.0,1.0,1,3,1.0,0,4
194,1.0,0.0,3.0,0,1.0,1.0,1,3,2.0,0,3
195,1.0,0.0,3.0,0,1.0,1.0,1,3,3.0,0,1
196,1.0,0.0,3.0,0,1.0,1.0,1,4,1.0,0,5
197,1.0,0.0,3.0,0,1.0,1.0,1,4,2.0,0,4
198,1.0,0.0,3.0,0,1.0,1.0,1,4,5.0,0,2
199,1.0,0.0,3.0,0,1.0,1.0,2,2,1.0,0,1
200,1.0,0.0,3.0,0,1.0,1.0,2,3,1.0,0,3
201,1.0,0.0,3.0,0,1.0,1.0,2,4,1.0,0,4
202,1.0,0.0,3.0,0,1.0,1.0,2,4,2.0,0,3
203,1.0,0.0,3.0,0,1.0,1.0,3,3,1.0,0,1
204,1.0,0.0,3.0,0,1.0,1.0,4,1,2.0,0,1
205,1.0,0.0,3.0,0,1.0,1.0,4,2,1.0,0,3
206,1.0,0.0,3.0,0,1.0,1.0,4,2,2.0,0,3
207,1.0,0.0,3.0,0,1.0,1.0,4,3,1.0,0,1
208,1.0,0.0,3.0,0,1.0,1.0,4,4,1.0,0,2
209,1.0,0.0,3.0,0,1.0,2.0,0,1,2.0,0,1
210,1.0,0.0,3.0,0,1.0,2.0,0,2,1.0,0,2
211,1.0,0.0,3.0,0,1.0,2.0,0,3,2.0,0,1
212,1.0,0.0,3.0,0,1.0,2.0,0,4,1.0,0,1
213,1.0,0.0,3.0,0,1.0,2.0,1,2,1.0,0,2
214,1.0,0.0,3.0,0,1.0,2.0,1,4,1.0,0,4
215,1.0,0.0,3.0,0,1.0,2.0,1,4,2.0,0,3
216,1.0,0.0,3.0,0,1.0,2.0,2,4,1.0,0,1
217,1.0,0.0,3.0,0,1.0,3.0,0,3,1.0,0,1
218,1.0,0.0,3.0,0,1.0,3.0,0,4,1.0,0,1
219,1.0,0.0,3.0,0,1.0,3.0,0,4,2.0,0,3
220,1.0,0.0,3.0,0,1.0,3.0,1,2,2.0,0,1
221,1.0,0.0,3.0,0,1.0,3.0,1,3,2.0,0,2
222,1.0,0.0,3.0,0,1.0,3.0,1,4,1.0,0,3
223,1.0,0.0,3.0,0,1.0,3.0,1,4,2.0,0,3
224,1.0,0.0,3.0,0,1.0,3.0,2,4,2.0,0,1
225,1.0,0.0,3.0,0,2.0,1.0,0,2,1.0,0,2
226,1.0,0.0,3.0,0,2.0,1.0,0,2,2.0,0,1
227,1.0,0.0,3.0,0,2.0,1.0,0,3,1.0,0,2
228,1.0,0.0,3.0,0,2.0,1.0,0,4,1.0,0,3
229,1.0,0.0,3.0,0,2.0,1.0,1,2,1.0,0,2
230,1.0,0.0,3.0,0,2.0,1.0,1,2,2.0,0,2
231,1.0,0.0,3.0,0,2.0,1.0,1,3,1.0,0,1
232,1.0,0.0,3.0,0,2.0,1.0,1,3,2.0,0,1
233,1.0,0.0,3.0,0,2.0,1.0,1,4,1.0,0,4
234,1.0,0.0,3.0,0,2.0,1.0,1,4,2.0,0,3
235,1.0,0.0,3.0,0,2.0,1.0,1,4,7.0,0,1
236,1.0,0.0,3.0,0,2.0,1.0,2,4,1.0,0,1
237,1.0,0.0,3.0,0,2.0,1.0,2,4,2.0,0,1
238,1.0,0.0,3.0,0,2.0,2.0,0,3,1.0,0,1
239,1.0,0.0,3.0,0,2.0,2.0,0,4,1.0,0,2
240,1.0,0.0,3.0,0,2.0,2.0,1,4,1.0,0,3
241,1.0,0.0,3.0,0,2.0,2.0,1,4,2.0,0,2
242,1.0,0.0,3.0,0,2.0,2.0,2,4,1.0,0,1
243,1.0,0.0,3.0,0,2.0,2.0,4,2,2.0,0,1
244,1.0,0.0,3.0,0,2.0,3.0,0,2,1.0,0,1
245,1.0,0.0,3.0,0,2.0,3.0,0,3,1.0,0,1
246,1.0,0.0,3.0,0,2.0,3.0,1,3,1.0,0,1
247,1.0,0.0,3.0,0,2.0,3.0,1,4,1.0,0,3
248,1.0,0.0,3.0,0,2.0,3.0,1,4,2.0,0,3
249,1.0,0.0,3.0,0,2.0,3.0,2,4,1.0,0,1
250,1.0,0.0,3.0,0,2.0,3.0,4,1,1.0,0,1
251,1.0,0.0,3.0,0,2.0,4.0,1,4,2.0,0,1
252,1.0,0.0,3.0,0,3.0,1.0,1,2,1.0,0,1
253,1.0,0.0,3.0,0,3.0,1.0,1,3,1.0,0,2
254,1.0,0.0,3.0,0,3.0,1.0,1,4,1.0,0,3
255,1.0,0.0,3.0,0,3.0,1.0,1,4,2.0,0,1
256,1.0,0.0,3.0,0,3.0,1.0,2,4,1.0,0,1
257,1.0,0.0,3.0,0,3.0,2.0,1,4,1.0,0,1
258,1.0,0.0,3.0,0,4.0,1.0,1,3,1.0,0,1
259,1.0,0.0,3.0,0,4.0,1.0,1,4,1.0,0,1
260,1.0,0.0,3.0,0,4.0,1.0,2,4,1.0,0,1
261,1.0,0.0,3.0,0,4.0,1.0,4,2,1.0,0,1
262,1.0,0.0,3.0,0,4.0,2.0,1,3,2.0,0,1
263,1.0,0.0,3.0,0,4.0,2.0,1,4,1.0,0,1
264,1.0,0.0,3.0,0,4.0,3.0,0,2,1.0,0,1
265,1.0,0.0,4.0,0,1.0,1.0,0,2,1.0,0,3
266,1.0,0.0,4.0,0,1.0,1.0,0,3,1.0,0,1
267,1.0,0.0,4.0,0,1.0,1.0,0,4,1.0,0,4
268,1.0,0.0,4.0,0,1.0,1.0,0,4,2.0,0,2
269,1.0,0.0,4.0,0,1.0,1.0,1,1,1.0,0,3
270,1.0,0.0,4.0,0,1.0,1.0,1,1,2.0,0,2
271,1.0,0.0,4.0,0,1.0,1.0,1,2,1.0,0,4
272,1.0,0.0,4.0,0,1.0,1.0,1,2,2.0,0,3
273,1.0,0.0,4.0,0,1.0,1.0,1,3,1.0,0,3
274,1.0,0.0,4.0,0,1.0,1.0,1,3,2.0,0,1
275,1.0,0.0,4.0,0,1.0,1.0,1,4,1.0,0,5
276,1.0,0.0,4.0,0,1.0,1.0,1,4,2.0,0,4
277,1.0,0.0,4.0,0,1.0,1.0,2,2,1.0,0,1
278,1.0,0.0,4.0,0,1.0,1.0,2,3,1.0,0,3
279,1.0,0.0,4.0,0,1.0,1.0,2,4,1.0,0,4
280,1.0,0.0,4.0,0,1.0,1.0,2,4,2.0,0,2
281,1.0,0.0,4.0,0,1.0,1.0,3,4,1.0,0,1
282,1.0,0.0,4.0,0,1.0,1.0,4,4,1.0,0,2
283,1.0,0.0,4.0,0,1.0,2.0,1,4,1.0,0,1
284,1.0,0.0,4.0,0,1.0,2.0,1,4,2.0,0,2
285,1.0,0.0,4.0,0,1.0,3.0,0,4,1.0,0,1
286,1.0,0.0,4.0,0,1.0,3.0,1,2,1.0,0,1
287,1.0,0.0,4.0,0,1.0,3.0,1,4,1.0,0,3
288,1.0,0.0,4.0,0,1.0,3.0,2,4,1.0,0,2
289,1.0,0.0,4.0,0,1.0,3.0,2,4,2.0,0,1
290,1.0,0.0,4.0,0,2.0,1.0,0,4,1.0,0,2
291,1.0,0.0,4.0,0,2.0,1.0,0,4,2.0,0,1
292,1.0,0.0,4.0,0,2.0,1.0,1,2,1.0,0,1
293,1.0,0.0,4.0,0,2.0,1.0,1,4,1.0,0,3
294,1.0,0.0,4.0,0,2.0,1.0,1,4,2.0,0,1
295,1.0,0.0,4.0,0,2.0,1.0,2,4,1.0,0,1
296,1.0,0.0,4.0,0,2.0,1.0,2,4,2.0,0,1
297,1.0,0.0,4.0,0,2.0,2.0,1,4,1.0,0,3
298,1.0,0.0,4.0,0,2.0,2.0,1,4,2.0,0,3
299,1.0,0.0,4.0,0,2.0,2.0,2,4,1.0,0,1
300,1.0,0.0,4.0,0,2.0,3.0,0,2,1.0,0,1
301,1.0,0.0,4.0,0,2.0,3.0,1,2,2.0,0,1
302,1.0,0.0,4.0,0,2.0,3.0,1,4,1.0,0,3
303,1.0,0.0,4.0,0,2.0,3.0,1,4,2.0,0,3
304,1.0,0.0,4.0,0,2.0,3.0,2,4,1.0,0,1
305,1.0,0.0,4.0,0,3.0,1.0,1,4,1.0,0,1
306,1.0,0.0,4.0,0,4.0,1.0,1,4,1.0,0,1
307,1.0,0.0,4.0,0,4.0,2.0,0,3,1.0,0,1
308,1.0,0.0,4.0,1,1.0,1.0,0,4,1.0,0,1
309,1.0,0.0,5.0,0,1.0,1.0,0,4,1.0,0,1
310,1.0,0.0,5.0,0,1.0,1.0,0,4,2.0,0,1
311,1.0,0.0,5.0,0,1.0,1.0,1,2,1.0,0,1
312,1.0,0.0,5.0,0,1.0,1.0,1,3,1.0,0,1
313,1.0,0.0,5.0,0,1.0,1.0,1,4,1.0,0,4
314,1.0,0.0,5.0,0,1.0,1.0,1,4,2.0,0,3
315,1.0,0.0,5.0,0,1.0,1.0,3,4,1.0,0,1
316,1.0,0.0,5.0,0,1.0,1.0,3,4,2.0,0,1
317,1.0,0.0,5.0,0,1.0,3.0,1,4,1.0,0,1
318,1.0,0.0,5.0,0,1.0,4.0,1,4,1.0,0,1
319,1.0,0.0,5.0,0,2.0,1.0,1,4,2.0,0,1
320,1.0,0.0,5.0,0,2.0,3.0,1,4,1.0,0,1
321,1.0,0.0,5.0,0,2.0,3.0,1,4,2.0,0,1
322,1.0,0.0,6.0,0,1.0,1.0,1,1,1.0,0,2
323,1.0,0.0,6.0,0,1.0,1.0,1,2,1.0,0,5
324,1.0,0.0,6.0,0,1.0,1.0,1,2,2.0,0,3
325,1.0,0.0,6.0,0,1.0,1.0,1,3,1.0,0,1
326,1.0,0.0,6.0,0,1.0,1.0,1,3,2.0,0,2
327,1.0,0.0,6.0,0,1.0,1.0,1,4,1.0,0,4
328,1.0,0.0,6.0,0,1.0,1.0,1,4,2.0,0,4
329,1.0,0.0,6.0,0,1.0,1.0,2,4,1.0,0,1
330,1.0,0.0,6.0,0,1.0,1.0,2,4,2.0,0,3
331,1.0,0.0,7.0,0,1.0,1.0,1,3,2.0,0,1
332,1.0,1.0,0.0,0,1.0,1.0,0,1,1.0,0,2
333,1.0,1.0,0.0,0,1.0,1.0,0,1,2.0,0,1
334,1.0,1.0,0.0,0,1.0,1.0,0,2,1.0,0,4
335,1.0,1.0,0.0,0,1.0,1.0,0,2,2.0,0,3
336,1.0,1.0,0.0,0,1.0,1.0,0,3,1.0,0,4
337,1.0,1.0,0.0,0,1.0,1.0,0,3,2.0,0,3
338,1.0,1.0,0.0,0,1.0,1.0,0,4,1.0,0,4
339,1.0,1.0,0.0,0,1.0,1.0,0,4,2.0,0,3
340,1.0,1.0,0.0,0,1.0,1.0,0,4,5.0,0,1
341,1.0,1.0,0.0,0,1.0,1.0,1,1,1.0,0,3
342,1.0,1.0,0.0,0,1.0,1.0,1,1,2.0,0,1
343,1.0,1.0,0.0,0,1.0,1.0,1,2,1.0,0,4
344,1.0,1.0,0.0,0,1.0,1.0,1,2,2.0,0,3
345,1.0,1.0,0.0,0,1.0,1.0,1,3,1.0,0,5
346,1.0,1.0,0.0,0,1.0,1.0,1,3,2.0,0,4
347,1.0,1.0,0.0,0,1.0,1.0,1,3,7.0,0,2
348,1.0,1.0,0.0,0,1.0,1.0,1,4,1.0,0,5
349,1.0,1.0,0.0,0,1.0,1.0,1,4,2.0,0,4
350,1.0,1.0,0.0,0,1.0,1.0,1,4,5.0,0,1
351,1.0,1.0,0.0,0,1.0,1.0,2,1,1.0,0,2
352,1.0,1.0,0.0,0,1.0,1.0,2,2,1.0,0,2
353,1.0,1.0,0.0,0,1.0,1.0,2,2,2.0,0,1
354,1.0,1.0,0.0,0,1.0,1.0,2,3,1.0,0,4
355,1.0,1.0,0.0,0,1.0,1.0,2,3,2.0,0,3
356,1.0,1.0,0.0,0,1.0,1.0,2,4,1.0,0,4
357,1.0,1.0,0.0,0,1.0,1.0,2,4,2.0,0,3
358,1.0,1.0,0.0,0,1.0,1.0,2,4,5.0,0,1
359,1.0,1.0,0.0,0,1.0,1.0,2,4,7.0,0,1
360,1.0,1.0,0.0,0,1.0,1.0,3,1,1.0,0,3
361,1.0,1.0,0.0,0,1.0,1.0,3,3,1.0,0,2
362,1.0,1.0,0.0,0,1.0,1.0,3,4,1.0,0,1
363,1.0,1.0,0.0,0,1.0,1.0,4,1,1.0,0,1
364,1.0,1.0,0.0,0,1.0,1.0,4,2,2.0,0,1
365,1.0,1.0,0.0,0,1.0,1.0,4,3,1.0,0,2
366,1.0,1.0,0.0,0,1.0,1.0,4,4,1.0,0,1
367,1.0,1.0,0.0,0,1.0,2.0,0,1,1.0,0,1
368,1.0,1.0,0.0,0,1.0,2.0,0,2,1.0,0,3
369,1.0,1.0,0.0,0,1.0,2.0,0,3,1.0,0,3
370,1.0,1.0,0.0,0,1.0,2.0,0,3,2.0,0,1
371,1.0,1.0,0.0,0,1.0,2.0,0,4,1.0,0,2
372,1.0,1.0,0.0,0,1.0,2.0,1,1,1.0,0,1
373,1.0,1.0,0.0,0,1.0,2.0,1,2,2.0,0,1
374,1.0,1.0,0.0,0,1.0,2.0,1,2,4.0,0,1
375,1.0,1.0,0.0,0,1.0,2.0,1,3,1.0,0,3
376,1.0,1.0,0.0,0,1.0,2.0,1,3,2.0,0,2
377,1.0,1.0,0.0,0,1.0,2.0,1,4,1.0,0,3
378,1.0,1.0,0.0,0,1.0,2.0,1,4,2.0,0,1
379,1.0,1.0,0.0,0,1.0,2.0,2,3,1.0,0,2
380,1.0,1.0,0.0,0,1.0,2.0,2,3,7.0,0,1
381,1.0,1.0,0.0,0,1.0,2.0,3,2,2.0,0,1
382,1.0,1.0,0.0,0,1.0,3.0,0,2,1.0,0,3
383,1.0,1.0,0.0,0,1.0,3.0,0,2,2.0,0,3
384,1.0,1.0,0.0,0,1.0,3.0,0,3,1.0,0,3
385,1.0,1.0,0.0,0,1.0,3.0,0,3,2.0,0,2
386,1.0,1.0,0.0,0,1.0,3.0,0,4,1.0,0,3
